,EC-NUMBER,PRODUCTS
747,EC-1.1.1.120,D-Aldonolactones
748,EC-1.1.1.120,NADH
749,EC-1.1.1.120,PROTON
750,EC-1.1.1.121,CPD-8549
751,EC-1.1.1.121,NADH
752,EC-1.1.1.121,PROTON
753,EC-1.1.1.122,CPD-382
754,EC-1.1.1.122,NADPH
755,EC-1.1.1.122,PROTON
756,EC-1.1.1.123,NADPH
757,EC-1.1.1.123,CPD-382
758,EC-1.1.1.123,PROTON
759,EC-1.1.1.124,DE-O-K-GLUCONATE
760,EC-1.1.1.124,NADH
761,EC-1.1.1.124,PROTON
762,EC-1.1.1.125,4S5S-45-DIHYDROXY-26-DIOXOHEXANOATE
763,EC-1.1.1.125,NADPH
764,EC-1.1.1.125,PROTON
765,EC-1.1.1.126,CPD-343
766,EC-1.1.1.126,NADH
767,EC-1.1.1.126,PROTON
768,EC-1.1.1.127,PROTON
769,EC-1.1.1.127,NADH
770,EC-1.1.1.127,CPD-363
771,EC-1.1.1.129,L-RIBULOSE
772,EC-1.1.1.129,NADH
773,EC-1.1.1.129,PROTON
774,EC-1.1.1.13,PROTON
775,EC-1.1.1.13,CPD-334
776,EC-1.1.1.13,NADH
777,EC-1.1.1.130,CPD-334
778,EC-1.1.1.130,NADH-P-OR-NOP
779,EC-1.1.1.130,PROTON
780,EC-1.1.1.131,PROTON
781,EC-1.1.1.131,CPD-1828
782,EC-1.1.1.131,NADH
783,EC-1.1.1.132,DTDP-DEOH-DEOXY-MANNOSE
784,EC-1.1.1.132,NADPH
785,EC-1.1.1.132,PROTON
786,EC-1.1.1.133,DTDP-DEOH-DEOXY-MANNOSE
787,EC-1.1.1.133,NADPH
788,EC-1.1.1.133,PROTON
789,EC-1.1.1.134,GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
790,EC-1.1.1.134,NADH-P-OR-NOP
791,EC-1.1.1.134,PROTON
792,EC-1.1.1.135,UDP-N-ACETYL-2-AMINO-D-GLUCURONATE
793,EC-1.1.1.135,NADH
794,EC-1.1.1.135,PROTON
795,EC-1.1.1.136,RIBULOSE-5P
796,EC-1.1.1.136,NADH-P-OR-NOP
797,EC-1.1.1.136,PROTON
798,EC-1.1.1.137,CPD-15382
799,EC-1.1.1.137,NADPH
800,EC-1.1.1.137,PROTON
801,EC-1.1.1.138,CPD-15616
802,EC-1.1.1.138,NADH
803,EC-1.1.1.138,PROTON
804,EC-1.1.1.14,CPD-15382
805,EC-1.1.1.14,NADH
806,EC-1.1.1.14,PROTON
807,EC-1.1.1.140,PROTON
808,EC-1.1.1.140,NADH
809,EC-1.1.1.140,HYDROXY-915-DIOXOPROSTA-13-ENOATE
810,EC-1.1.1.141,PENTAHYDROXYCYCLOHEXANONE
811,EC-1.1.1.141,NADPH
812,EC-1.1.1.141,PROTON
813,EC-1.1.1.142,5-O-METHYL-MYO-INOSITOL
814,EC-1.1.1.142,NAD
815,EC-1.1.1.143,CPD-17083
816,EC-1.1.1.143,NADH
817,EC-1.1.1.143,PROTON
818,EC-1.1.1.144,CPD-20030
819,EC-1.1.1.144,NADH
820,EC-1.1.1.144,PROTON
821,EC-1.1.1.144,CPD-1084
822,EC-1.1.1.144,NADH
823,EC-1.1.1.144,PROTON
824,EC-1.1.1.145,CPD66-29
825,EC-1.1.1.145,NADH
826,EC-1.1.1.145,PROTON
827,EC-1.1.1.145,CPD66-28
828,EC-1.1.1.145,NADH
829,EC-1.1.1.145,PROTON
830,EC-1.1.1.145,CPD-13793
831,EC-1.1.1.145,NADH
832,EC-1.1.1.145,PROTON
833,EC-1.1.1.145,CPD-13684
834,EC-1.1.1.145,NADH
835,EC-1.1.1.145,PROTON
836,EC-1.1.1.145,CPD-13754
837,EC-1.1.1.145,NADPH
838,EC-1.1.1.145,PROTON
839,EC-1.1.1.145,3-oxo-D5-steroids
840,EC-1.1.1.145,NADH
841,EC-1.1.1.145,PROTON
842,EC-1.1.1.146,NADH-P-OR-NOP
843,EC-1.1.1.146,16-OXOSTEROID
844,EC-1.1.1.146,PROTON
845,EC-1.1.1.147,NADH-P-OR-NOP
846,EC-1.1.1.147,ESTRONE
847,EC-1.1.1.147,PROTON
848,EC-1.1.1.148,17-ALPHA-HYDROXYPROGESTERONE
849,EC-1.1.1.148,NADH-P-OR-NOP
850,EC-1.1.1.148,PROTON
851,EC-1.1.1.149,L-XYLULOSE
852,EC-1.1.1.149,NADH
853,EC-1.1.1.149,PROTON
854,EC-1.1.1.15,L-Fructose
855,EC-1.1.1.15,NADH
856,EC-1.1.1.15,PROTON
857,EC-1.1.1.15,PSICOSE
858,EC-1.1.1.15,NADH
859,EC-1.1.1.15,PROTON
860,EC-1.1.1.15,CPD-9570
861,EC-1.1.1.15,NADH
862,EC-1.1.1.15,PROTON
863,EC-1.1.1.150,PREGNAN-21-AL
864,EC-1.1.1.150,NADPH
865,EC-1.1.1.150,PROTON
866,EC-1.1.1.151,PROTON
867,EC-1.1.1.151,5-BETA-ANDROSTANE-317-DIONE
868,EC-1.1.1.151,NADH
869,EC-1.1.1.152,CPD-374
870,EC-1.1.1.152,NADPH
871,EC-1.1.1.152,PROTON
872,EC-1.1.1.153,6-PYRUVOYL-5678-TETRAHYDROPTERIN
873,EC-1.1.1.153,NADPH
874,EC-1.1.1.153,PROTON
875,EC-1.1.1.154,PROTON
876,EC-1.1.1.154,DIHYDROXYACETONE
877,EC-1.1.1.154,NADPH
878,EC-1.1.1.156,ACETOACETYL-COA
879,EC-1.1.1.156,NADPH
880,EC-1.1.1.156,PROTON
881,EC-1.1.1.157,PROTON
882,EC-1.1.1.157,NADH
883,EC-1.1.1.157,CHOLANATE2
884,EC-1.1.1.159,CPD-17275
885,EC-1.1.1.159,NADH
886,EC-1.1.1.159,PROTON
887,EC-1.1.1.16,5-TERT-BUTYLAMINOL-2-HYDROXYPRO-34-DIHYD
888,EC-1.1.1.16,NADPH
889,EC-1.1.1.16,PROTON
890,EC-1.1.1.160,D-ERYTHRULOSE
891,EC-1.1.1.160,NADPH
892,EC-1.1.1.160,PROTON
893,EC-1.1.1.162,PROTON
894,EC-1.1.1.162,NADH
895,EC-1.1.1.162,CYCLOPENTANONE
896,EC-1.1.1.163,PROTON
897,EC-1.1.1.163,NADH
898,EC-1.1.1.163,PALMITALDEHYDE
899,EC-1.1.1.164,NADH
900,EC-1.1.1.164,PROTON
901,EC-1.1.1.164,4-HYDROXY-2-BUTYNAL
902,EC-1.1.1.165,PROTON
903,EC-1.1.1.165,NADH
904,EC-1.1.1.165,CPD-1945
905,EC-1.1.1.166,PROTON
906,EC-1.1.1.166,NADH
907,EC-1.1.1.166,OXOMALONATE
908,EC-1.1.1.167,2-DEHYDROPANTOYL-LACTONE
909,EC-1.1.1.167,NADPH
910,EC-1.1.1.167,PROTON
911,EC-1.1.1.168,PROTON
912,EC-1.1.1.168,2-DEHYDROPANTOATE
913,EC-1.1.1.168,NADPH
914,EC-1.1.1.169,PROTON
915,EC-1.1.1.169,FRUCTOSE-6P
916,EC-1.1.1.169,NADH
917,EC-1.1.1.17,4alpha-Methyl-3-Oxosteroids
918,EC-1.1.1.17,NADH-P-OR-NOP
919,EC-1.1.1.17,CARBON-DIOXIDE
920,EC-1.1.1.170,CPD-4578
921,EC-1.1.1.170,NADH-P-OR-NOP
922,EC-1.1.1.170,CARBON-DIOXIDE
923,EC-1.1.1.170,3-Oxosteroids
924,EC-1.1.1.170,NADH-P-OR-NOP
925,EC-1.1.1.170,CARBON-DIOXIDE
926,EC-1.1.1.170,CPD-12929
927,EC-1.1.1.170,NADH
928,EC-1.1.1.170,CARBON-DIOXIDE
929,EC-1.1.1.170,CPD-12868
930,EC-1.1.1.170,NADH
931,EC-1.1.1.170,CARBON-DIOXIDE
932,EC-1.1.1.170,4-ALPHA-METHYL-5-ALPHA-CHOLEST-7-EN-3-ON
933,EC-1.1.1.170,CARBON-DIOXIDE
934,EC-1.1.1.170,NADH-P-OR-NOP
935,EC-1.1.1.170,CPD-8620
936,EC-1.1.1.170,CARBON-DIOXIDE
937,EC-1.1.1.170,NADH-P-OR-NOP
938,EC-1.1.1.170,CPD-12910
939,EC-1.1.1.170,NADH
940,EC-1.1.1.170,CARBON-DIOXIDE
941,EC-1.1.1.170,CPD-12915
942,EC-1.1.1.170,NADH
943,EC-1.1.1.170,CARBON-DIOXIDE
944,EC-1.1.1.170,CPD-8614
945,EC-1.1.1.170,NADH-P-OR-NOP
946,EC-1.1.1.170,CARBON-DIOXIDE
947,EC-1.1.1.170,CPD-12920
948,EC-1.1.1.170,NADH
949,EC-1.1.1.170,CARBON-DIOXIDE
950,EC-1.1.1.170,CPD-4581
951,EC-1.1.1.170,NADH-P-OR-NOP
952,EC-1.1.1.170,CARBON-DIOXIDE
953,EC-1.1.1.172,L-RHAMNONO-14-LACTONE
954,EC-1.1.1.172,NADH
955,EC-1.1.1.172,PROTON
956,EC-1.1.1.173,PROTON
957,EC-1.1.1.173,NADH
958,EC-1.1.1.173,2-HYDROXYCYCLOHEXAN-1-ONE
959,EC-1.1.1.174,CPD-360
960,EC-1.1.1.174,NADH
961,EC-1.1.1.174,PROTON
962,EC-1.1.1.175,PROTON
963,EC-1.1.1.175,NADPH
964,EC-1.1.1.175,CPD-345
965,EC-1.1.1.176,GAP
966,EC-1.1.1.176,NADPH
967,EC-1.1.1.176,PROTON
968,EC-1.1.1.177,PROTON
969,EC-1.1.1.177,NADH
970,EC-1.1.1.177,2-METHYL-ACETO-ACETYL-COA
971,EC-1.1.1.178,CPD-360
972,EC-1.1.1.178,NADPH
973,EC-1.1.1.178,PROTON
974,EC-1.1.1.179,CPD-14808
975,EC-1.1.1.179,NADH
976,EC-1.1.1.179,PROTON
977,EC-1.1.1.18,CPD-1087
978,EC-1.1.1.18,NADH
979,EC-1.1.1.18,PROTON
980,EC-1.1.1.181,GERANIAL
981,EC-1.1.1.181,NADPH
982,EC-1.1.1.181,PROTON
983,EC-1.1.1.183,LONG-CHAIN-KETONE
984,EC-1.1.1.183,NADPH
985,EC-1.1.1.183,PROTON
986,EC-1.1.1.184,A-2-HYDROXYCARBONYL-COMPOUND
987,EC-1.1.1.184,NADH-P-OR-NOP
988,EC-1.1.1.184,PROTON
989,EC-1.1.1.185,CPD-361
990,EC-1.1.1.185,NADPH
991,EC-1.1.1.185,PROTON
992,EC-1.1.1.186,GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
993,EC-1.1.1.186,NADH-P-OR-NOP
994,EC-1.1.1.186,PROTON
995,EC-1.1.1.187,GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
996,EC-1.1.1.187,NADH-P-OR-NOP
997,EC-1.1.1.187,PROTON
998,EC-1.1.1.188,NADPH
999,EC-1.1.1.188,5Z13E-15S-1115-DIHYDROXY-9-OXOPROS
1000,EC-1.1.1.188,PROTON
1001,EC-1.1.1.189,CPD-15530
1002,EC-1.1.1.189,NADPH
1003,EC-1.1.1.189,PROTON
1004,EC-1.1.1.19,PROTON
1005,EC-1.1.1.19,NADH
1006,EC-1.1.1.19,INDOLE_ACETALDEHYDE
1007,EC-1.1.1.190,PROTON
1008,EC-1.1.1.190,NADPH
1009,EC-1.1.1.190,INDOLE_ACETALDEHYDE
1010,EC-1.1.1.191,Long-Chain-Fatty-Acids
1011,EC-1.1.1.191,NADH
1012,EC-1.1.1.191,PROTON
1013,EC-1.1.1.192,CPD-602
1014,EC-1.1.1.192,NADPH
1015,EC-1.1.1.192,PROTON
1016,EC-1.1.1.193,CONIFERYL-ALDEHYDE
1017,EC-1.1.1.193,NADPH
1018,EC-1.1.1.193,PROTON
1019,EC-1.1.1.194,CONIFERYL-ALDEHYDE
1020,EC-1.1.1.194,NADPH
1021,EC-1.1.1.194,PROTON
1022,EC-1.1.1.195,SINAPALDEHYDE
1023,EC-1.1.1.195,NADPH
1024,EC-1.1.1.195,PROTON
1025,EC-1.1.1.195,COUMARALDEHYDE
1026,EC-1.1.1.195,NADPH
1027,EC-1.1.1.195,PROTON
1028,EC-1.1.1.195,CINNAMALDEHYDE
1029,EC-1.1.1.195,NADPH
1030,EC-1.1.1.195,PROTON
1031,EC-1.1.1.196,13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1
1032,EC-1.1.1.196,NADPH
1033,EC-1.1.1.196,PROTON
1034,EC-1.1.1.197,CPD-862
1035,EC-1.1.1.197,NADH
1036,EC-1.1.1.197,PROTON
1037,EC-1.1.1.198,CPD-7412
1038,EC-1.1.1.198,NAD
1039,EC-1.1.1.199,PROTON
1040,EC-1.1.1.199,BUTANAL
1041,EC-1.1.1.199,NADPH
1042,EC-1.1.1.2,ACETALD
1043,EC-1.1.1.2,NADPH
1044,EC-1.1.1.2,PROTON
1045,EC-1.1.1.2,CPD-341
1046,EC-1.1.1.2,NADP
1047,EC-1.1.1.2,TRANS-2-HEXENAL
1048,EC-1.1.1.2,NADPH
1049,EC-1.1.1.2,PROTON
1050,EC-1.1.1.2,GLYCOL
1051,EC-1.1.1.2,NADP
1052,EC-1.1.1.2,Aldehydes
1053,EC-1.1.1.2,NADPH
1054,EC-1.1.1.2,PROTON
1055,EC-1.1.1.2,CPD0-2582
1056,EC-1.1.1.2,NADPH
1057,EC-1.1.1.2,PROTON
1058,EC-1.1.1.20,D-glucopyranose-6-phosphate
1059,EC-1.1.1.20,NADPH
1060,EC-1.1.1.20,PROTON
1061,EC-1.1.1.200,7-Oxosteroids
1062,EC-1.1.1.200,NADPH
1063,EC-1.1.1.200,PROTON
1064,EC-1.1.1.201,CHOLANATE2
1065,EC-1.1.1.201,NADPH
1066,EC-1.1.1.201,PROTON
1067,EC-1.1.1.201,CPD-17275
1068,EC-1.1.1.201,NADPH
1069,EC-1.1.1.201,PROTON
1070,EC-1.1.1.202,CPD-17138
1071,EC-1.1.1.202,NADH
1072,EC-1.1.1.202,PROTON
1073,EC-1.1.1.203,CPD-12595
1074,EC-1.1.1.203,NADH
1075,EC-1.1.1.203,PROTON
1076,EC-1.1.1.205,TROPINONE
1077,EC-1.1.1.205,NADPH
1078,EC-1.1.1.205,PROTON
1079,EC-1.1.1.206,PROTON
1080,EC-1.1.1.206,CPD-1909
1081,EC-1.1.1.206,NADPH
1082,EC-1.1.1.207,PROTON
1083,EC-1.1.1.207,NADPH
1084,EC-1.1.1.207,CPD-1909
1085,EC-1.1.1.208,CPD-342
1086,EC-1.1.1.208,NADH-P-OR-NOP
1087,EC-1.1.1.208,PROTON
1088,EC-1.1.1.209,L-arabinopyranose
1089,EC-1.1.1.209,NADPH
1090,EC-1.1.1.209,PROTON
1091,EC-1.1.1.21,D-galactopyranose
1092,EC-1.1.1.21,NADPH
1093,EC-1.1.1.21,PROTON
1094,EC-1.1.1.21,CPD-15699
1095,EC-1.1.1.21,NADH
1096,EC-1.1.1.21,PROTON
1097,EC-1.1.1.21,D-Xylopyranose
1098,EC-1.1.1.21,NADPH
1099,EC-1.1.1.21,PROTON
1100,EC-1.1.1.21,Aldoses
1101,EC-1.1.1.21,NADH-P-OR-NOP
1102,EC-1.1.1.21,PROTON
1103,EC-1.1.1.210,3-OXOPALMITOYL-COA
1104,EC-1.1.1.210,NADH
1105,EC-1.1.1.210,PROTON
1106,EC-1.1.1.211,Long-Chain-oxoacyl-CoAs
1107,EC-1.1.1.211,NADH
1108,EC-1.1.1.211,PROTON
1109,EC-1.1.1.211,CPD-17815
1110,EC-1.1.1.211,NADH
1111,EC-1.1.1.211,PROTON
1112,EC-1.1.1.211,CPD-15244
1113,EC-1.1.1.211,NADH
1114,EC-1.1.1.211,PROTON
1115,EC-1.1.1.212,17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O
1116,EC-1.1.1.212,NADH-P-OR-NOP
1117,EC-1.1.1.212,PROTON
1118,EC-1.1.1.213,CPD-293
1119,EC-1.1.1.213,NADH-P-OR-NOP
1120,EC-1.1.1.213,PROTON
1121,EC-1.1.1.213,CPD-342
1122,EC-1.1.1.213,NADH-P-OR-NOP
1123,EC-1.1.1.213,PROTON
1124,EC-1.1.1.213,3-Oxosteroids
1125,EC-1.1.1.213,NADH-P-OR-NOP
1126,EC-1.1.1.213,PROTON
1127,EC-1.1.1.213,CPD-10503
1128,EC-1.1.1.213,NADH-P-OR-NOP
1129,EC-1.1.1.213,PROTON
1130,EC-1.1.1.213,CPD-10548
1131,EC-1.1.1.213,NADH-P-OR-NOP
1132,EC-1.1.1.213,PROTON
1133,EC-1.1.1.214,CPD-377
1134,EC-1.1.1.214,NADPH
1135,EC-1.1.1.214,PROTON
1136,EC-1.1.1.215,2-TRANS6-TRANS-FARNESAL
1137,EC-1.1.1.215,NADPH
1138,EC-1.1.1.215,PROTON
1139,EC-1.1.1.216,PROTON
1140,EC-1.1.1.216,NADPH
1141,EC-1.1.1.216,BENZYL-2-METHYL-3-OXOBUTANOATE
1142,EC-1.1.1.217,NADH-P-OR-NOP
1143,EC-1.1.1.217,MORPHINONE
1144,EC-1.1.1.217,PROTON
1145,EC-1.1.1.218,CPD-474
1146,EC-1.1.1.218,NADPH
1147,EC-1.1.1.218,PROTON
1148,EC-1.1.1.219,CPD-7087
1149,EC-1.1.1.219,NADPH
1150,EC-1.1.1.219,PROTON
1151,EC-1.1.1.219,DIHYDROKAEMPFEROL-CMPD
1152,EC-1.1.1.219,NADPH
1153,EC-1.1.1.219,PROTON
1154,EC-1.1.1.219,2R-3R-Dihydroflavonols
1155,EC-1.1.1.219,NADPH
1156,EC-1.1.1.219,PROTON
1157,EC-1.1.1.22,6-PYRUVOYL-5678-TETRAHYDROPTERIN
1158,EC-1.1.1.22,NADPH
1159,EC-1.1.1.22,PROTON
1160,EC-1.1.1.220,--6-HYDROXY-3-OXO-ALPHA-IONONE
1161,EC-1.1.1.220,NADH
1162,EC-1.1.1.220,PROTON
1163,EC-1.1.1.221,CPD-1090
1164,EC-1.1.1.221,NADH
1165,EC-1.1.1.221,PROTON
1166,EC-1.1.1.223,CPD-15979
1167,EC-1.1.1.223,NADPH
1168,EC-1.1.1.223,PROTON
1169,EC-1.1.1.224,PROTON
1170,EC-1.1.1.224,CHLORDECONE
1171,EC-1.1.1.224,NADPH
1172,EC-1.1.1.225,4-OXOCYCLOHEXANECARBOXYLATE
1173,EC-1.1.1.225,NADH
1174,EC-1.1.1.225,PROTON
1175,EC-1.1.1.226,--CAMPHOR
1176,EC-1.1.1.226,NADH
1177,EC-1.1.1.226,PROTON
1178,EC-1.1.1.227,-SABINONE
1179,EC-1.1.1.227,NADH
1180,EC-1.1.1.227,PROTON
1181,EC-1.1.1.228,PROTON
1182,EC-1.1.1.228,NADPH
1183,EC-1.1.1.228,DIETHYL-2-METHYL-3-OXOSUCCINATE
1184,EC-1.1.1.229,HIS
1185,EC-1.1.1.229,NADH
1186,EC-1.1.1.229,PROTON
1187,EC-1.1.1.23,3-OXOGLYCYRRHETINATE
1188,EC-1.1.1.23,NADPH
1189,EC-1.1.1.23,PROTON
1190,EC-1.1.1.230,PROTON
1191,EC-1.1.1.230,NADPH
1192,EC-1.1.1.230,5Z13E-69-ALPHA-EPOXY-11-ALPHA-HYDROXPROS
1193,EC-1.1.1.231,NADH-P-OR-NOP
1194,EC-1.1.1.231,15-OXO-5811-CIS-13-TRANS-ICOSATETRAENO
1195,EC-1.1.1.231,PROTON
1196,EC-1.1.1.232,CPD-154
1197,EC-1.1.1.232,NADH
1198,EC-1.1.1.232,PROTON
1199,EC-1.1.1.233,CPD-6994
1200,EC-1.1.1.233,NADPH
1201,EC-1.1.1.233,PROTON
1202,EC-1.1.1.234,FLAVANONES
1203,EC-1.1.1.234,NADPH
1204,EC-1.1.1.234,PROTON
1205,EC-1.1.1.234,NARINGENIN-CMPD
1206,EC-1.1.1.234,NADPH
1207,EC-1.1.1.234,PROTON
1208,EC-1.1.1.234,PROTON
1209,EC-1.1.1.234,NADPH
1210,EC-1.1.1.234,CPD-2043
1211,EC-1.1.1.235,PROTON
1212,EC-1.1.1.235,NADPH
1213,EC-1.1.1.235,TROPINONE
1214,EC-1.1.1.236,P-HYDROXY-PHENYLPYRUVATE
1215,EC-1.1.1.236,NADH-P-OR-NOP
1216,EC-1.1.1.236,PROTON
1217,EC-1.1.1.237,34-DIHYDROXYPHENYLPYRUVATE
1218,EC-1.1.1.237,NADH-P-OR-NOP
1219,EC-1.1.1.237,PROTON
1220,EC-1.1.1.238,ANDROST4ENE
1221,EC-1.1.1.238,NADH
1222,EC-1.1.1.238,PROTON
1223,EC-1.1.1.239,DEHYDROQUINATE
1224,EC-1.1.1.239,NADH
1225,EC-1.1.1.239,PROTON
1226,EC-1.1.1.24,CPD-370
1227,EC-1.1.1.24,NADH
1228,EC-1.1.1.24,PROTON
1229,EC-1.1.1.240,CPD-790
1230,EC-1.1.1.240,NADH
1231,EC-1.1.1.240,PROTON
1232,EC-1.1.1.241,CPD-1089
1233,EC-1.1.1.241,NADPH
1234,EC-1.1.1.241,PROTON
1235,EC-1.1.1.243,PROTON
1236,EC-1.1.1.243,FORMALDEHYDE
1237,EC-1.1.1.243,NADH
1238,EC-1.1.1.244,CYCLOHEXANONE
1239,EC-1.1.1.244,NADH
1240,EC-1.1.1.244,PROTON
1241,EC-1.1.1.245,PROTON
1242,EC-1.1.1.245,NADPH
1243,EC-1.1.1.245,CODEINONE
1244,EC-1.1.1.247,PROTON
1245,EC-1.1.1.247,NADPH
1246,EC-1.1.1.247,SALUTARIDINE
1247,EC-1.1.1.248,PROTON
1248,EC-1.1.1.248,3-DEHYDRO-SHIKIMATE
1249,EC-1.1.1.248,NADPH
1250,EC-1.1.1.25,PROTON
1251,EC-1.1.1.25,NADH
1252,EC-1.1.1.25,D-RIBULOSE
1253,EC-1.1.1.250,CPD-15826
1254,EC-1.1.1.250,NADH
1255,EC-1.1.1.250,PROTON
1256,EC-1.1.1.251,PROTON
1257,EC-1.1.1.251,NADPH
1258,EC-1.1.1.251,TETRAHYD-CPD
1259,EC-1.1.1.252,3-DE-H-CARNITINE
1260,EC-1.1.1.252,NADH
1261,EC-1.1.1.252,PROTON
1262,EC-1.1.1.254,CPD-15373
1263,EC-1.1.1.254,PROTON
1264,EC-1.1.1.254,NADH
1265,EC-1.1.1.255,9FLUORENONE
1266,EC-1.1.1.255,NADH-P-OR-NOP
1267,EC-1.1.1.255,PROTON
1268,EC-1.1.1.256,4-SULFOBENZALDEHYDE
1269,EC-1.1.1.256,PROTON
1270,EC-1.1.1.256,NADH
1271,EC-1.1.1.257,PROTON
1272,EC-1.1.1.257,6-OXO-HEXANOATE
1273,EC-1.1.1.257,NADH
1274,EC-1.1.1.258,PROTON
1275,EC-1.1.1.258,NADH
1276,EC-1.1.1.258,3-OXOPIMELOYL-COA
1277,EC-1.1.1.259,PROTON
1278,EC-1.1.1.259,NADH
1279,EC-1.1.1.259,GLYOX
1280,EC-1.1.1.26,CPD-7969
1281,EC-1.1.1.26,PROTON
1282,EC-1.1.1.26,NADH
1283,EC-1.1.1.260,DIHYDROXY-ACETONE-PHOSPHATE
1284,EC-1.1.1.260,NADH-P-OR-NOP
1285,EC-1.1.1.260,PROTON
1286,EC-1.1.1.261,1-AMINO-PROPAN-2-ONE-3-PHOSPHATE
1287,EC-1.1.1.261,CARBON-DIOXIDE
1288,EC-1.1.1.261,NADH
1289,EC-1.1.1.262,15-ANHYDRO-D-FRUCTOSE
1290,EC-1.1.1.262,NADPH
1291,EC-1.1.1.262,PROTON
1292,EC-1.1.1.263,5-DEHYDROGLUCONATE
1293,EC-1.1.1.263,NADPH
1294,EC-1.1.1.263,PROTON
1295,EC-1.1.1.264,5-DEHYDROGLUCONATE
1296,EC-1.1.1.264,NADH-P-OR-NOP
1297,EC-1.1.1.264,PROTON
1298,EC-1.1.1.265,DTDP-DEOH-DEOXY-GLUCOSE
1299,EC-1.1.1.265,NADPH
1300,EC-1.1.1.265,PROTON
1301,EC-1.1.1.266,DTDP-DEOH-DEOXY-GLUCOSE
1302,EC-1.1.1.266,NADH-P-OR-NOP
1303,EC-1.1.1.266,PROTON
1304,EC-1.1.1.267,PROTON
1305,EC-1.1.1.267,2-OXOPROPYL-COM
1306,EC-1.1.1.267,NADH
1307,EC-1.1.1.268,PROTON
1308,EC-1.1.1.268,2-OXOPROPYL-COM
1309,EC-1.1.1.268,NADH
1310,EC-1.1.1.269,PYRUVATE
1311,EC-1.1.1.269,NADH
1312,EC-1.1.1.269,PROTON
1313,EC-1.1.1.27,CPD-8614
1314,EC-1.1.1.27,NADPH
1315,EC-1.1.1.27,PROTON
1316,EC-1.1.1.270,CPD-12868
1317,EC-1.1.1.270,NADPH
1318,EC-1.1.1.270,PROTON
1319,EC-1.1.1.270,CPD-12915
1320,EC-1.1.1.270,NADPH
1321,EC-1.1.1.270,PROTON
1322,EC-1.1.1.270,3-Oxosteroids
1323,EC-1.1.1.270,NADPH
1324,EC-1.1.1.270,PROTON
1325,EC-1.1.1.270,PROTON
1326,EC-1.1.1.270,CPD-4578
1327,EC-1.1.1.270,NADPH
1328,EC-1.1.1.270,PROTON
1329,EC-1.1.1.270,CPD-8620
1330,EC-1.1.1.270,NADPH
1331,EC-1.1.1.270,4-ALPHA-METHYL-5-ALPHA-CHOLEST-7-EN-3-ON
1332,EC-1.1.1.270,NADPH
1333,EC-1.1.1.270,PROTON
1334,EC-1.1.1.270,PROTON
1335,EC-1.1.1.270,CPD-4581
1336,EC-1.1.1.270,NADPH
1337,EC-1.1.1.271,2-OXOBUTANOATE
1338,EC-1.1.1.271,NADPH
1339,EC-1.1.1.271,PROTON
1340,EC-1.1.1.272,2-Oxo-carboxylates
1341,EC-1.1.1.272,NADPH
1342,EC-1.1.1.272,PROTON
1343,EC-1.1.1.272,2K-4CH3-PENTANOATE
1344,EC-1.1.1.272,NADPH
1345,EC-1.1.1.272,PROTON
1346,EC-1.1.1.273,PROTON
1347,EC-1.1.1.273,NADPH
1348,EC-1.1.1.273,25-DIDEHYDRO-D-GLUCONATE
1349,EC-1.1.1.274,CPD-10037
1350,EC-1.1.1.274,NADH
1351,EC-1.1.1.274,PROTON
1352,EC-1.1.1.275,CPD-1772
1353,EC-1.1.1.275,NADPH
1354,EC-1.1.1.275,CARBON-DIOXIDE
1355,EC-1.1.1.276,PROTON
1356,EC-1.1.1.276,CPD-5962
1357,EC-1.1.1.276,NADPH
1358,EC-1.1.1.277,PROTON
1359,EC-1.1.1.277,CPD-293
1360,EC-1.1.1.277,NADPH
1361,EC-1.1.1.278,PROTON
1362,EC-1.1.1.278,NADPH
1363,EC-1.1.1.278,ETHYL-3-OXOHEXANOATE
1364,EC-1.1.1.279,PYRUVATE
1365,EC-1.1.1.279,NADH
1366,EC-1.1.1.279,PROTON
1367,EC-1.1.1.28,PROTON
1368,EC-1.1.1.28,NADPH
1369,EC-1.1.1.28,ETHYL-3-OXOHEXANOATE
1370,EC-1.1.1.280,GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
1371,EC-1.1.1.280,NADH-P-OR-NOP
1372,EC-1.1.1.280,PROTON
1373,EC-1.1.1.281,DEHYDROQUINATE
1374,EC-1.1.1.281,NADH-P-OR-NOP
1375,EC-1.1.1.281,PROTON
1376,EC-1.1.1.282,3-DEHYDRO-SHIKIMATE
1377,EC-1.1.1.282,NADH-P-OR-NOP
1378,EC-1.1.1.282,PROTON
1379,EC-1.1.1.283,METHYL-GLYOXAL
1380,EC-1.1.1.283,NADPH
1381,EC-1.1.1.283,PROTON
1382,EC-1.1.1.284,S-NITROSOGLUTATHIONE
1383,EC-1.1.1.284,NADH
1384,EC-1.1.1.284,PROTON
1385,EC-1.1.1.285,2-KETOGLUTARATE
1386,EC-1.1.1.285,CARBON-DIOXIDE
1387,EC-1.1.1.285,NADH
1388,EC-1.1.1.286,2K-ADIPATE
1389,EC-1.1.1.286,CARBON-DIOXIDE
