,EC,SUBS
781,EC-1.1.1,NADH
782,EC-1.1.1,PROTON
783,EC-1.1.1,CPD-358
784,EC-1.1.1,NADPH
785,EC-1.1.1,PROTON
786,EC-1.1.1,CPD-17645
787,EC-1.1.1,NADPH
788,EC-1.1.1,PROTON
789,EC-1.1.1,3-INDOLEGLYOXAL
790,EC-1.1.1,NADH
791,EC-1.1.1,PROTON
792,EC-1.1.1,CPD-8742
793,EC-1.1.1,NADH
794,EC-1.1.1,PROTON
795,EC-1.1.1,PROTON
796,EC-1.1.1,5-ACETAMIDOVALERATE
797,EC-1.1.1,NADH
798,EC-1.1.1,CARBON-DIOXIDE
799,EC-1.1.1,CPD-291
800,EC-1.1.1,CARBON-DIOXIDE
801,EC-1.1.1,NADH
802,EC-1.1.1,18-OXOOLEATE
803,EC-1.1.1,NADPH
804,EC-1.1.1,PROTON
805,EC-1.1.1,L-GULONO-1-4-LACTONE
806,EC-1.1.1,NADH
807,EC-1.1.1,PROTON
808,EC-1.1.1,CPD0-2357
809,EC-1.1.1,NADH
810,EC-1.1.1,PROTON
811,EC-1.1.1,CPD-13536
812,EC-1.1.1,NADH
813,EC-1.1.1,PROTON
814,EC-1.1.1,OXALO-SUCCINATE
815,EC-1.1.1,NADH
816,EC-1.1.1,PROTON
817,EC-1.1.1,ETHYL-2-METHYLACETOACETATE
818,EC-1.1.1,NADPH
819,EC-1.1.1,PROTON
820,EC-1.1.1,CPD-11540
821,EC-1.1.1,NADPH
822,EC-1.1.1,PROTON
823,EC-1.1.1,CPD-19289
824,EC-1.1.1,NADPH
825,EC-1.1.1,PROTON
826,EC-1.1.1,BENZOYLSUCCINYL-COA
827,EC-1.1.1,NADH
828,EC-1.1.1,PROTON
829,EC-1.1.1,CPD-15754
830,EC-1.1.1,NADPH
831,EC-1.1.1,PROTON
832,EC-1.1.1,CPD-13982
833,EC-1.1.1,NADPH
834,EC-1.1.1,PROTON
835,EC-1.1.1,PHENYLACETALDEHYDE
836,EC-1.1.1,NADPH
837,EC-1.1.1,PROTON
838,EC-1.1.1,CPD-356
839,EC-1.1.1,NADPH
840,EC-1.1.1,PROTON
841,EC-1.1.1,CPD-9026
842,EC-1.1.1,NADH
843,EC-1.1.1,PROTON
844,EC-1.1.1,TYLOSIN
845,EC-1.1.1,NADPH
846,EC-1.1.1,PROTON
847,EC-1.1.1,CPD-13958
848,EC-1.1.1,NADPH
849,EC-1.1.1,PROTON
850,EC-1.1.1,CPD-17411
851,EC-1.1.1,NAD-P-OR-NOP
852,EC-1.1.1,DEHYDROSPHINGANINE
853,EC-1.1.1,NADH
854,EC-1.1.1,PROTON
855,EC-1.1.1,NADPH
856,EC-1.1.1,PROTON
857,EC-1.1.1,All-trans-3-hydroxyretinal-RBPs
858,EC-1.1.1,CPD-1075
859,EC-1.1.1,NADH
860,EC-1.1.1,PROTON
861,EC-1.1.1,CPD-13230
862,EC-1.1.1,NADP
863,EC-1.1.1,3-DEHYDRO-SHIKIMATE
864,EC-1.1.1,NADH
865,EC-1.1.1,PROTON
866,EC-1.1.1,CPD-13381
867,EC-1.1.1,NADPH
868,EC-1.1.1,PROTON
869,EC-1.1.1,tRNA-uridines
870,EC-1.1.1,NADPH
871,EC-1.1.1,PROTON
872,EC-1.1.1,2-aminomalonyl-semialdehyde-PCP
873,EC-1.1.1,NADH
874,EC-1.1.1,PROTON
875,EC-1.1.1,CPD-13847
876,EC-1.1.1,NADH-P-OR-NOP
877,EC-1.1.1,PROTON
878,EC-1.1.1,11-cis-3-hydroxyretinal-RBPs
879,EC-1.1.1,NADPH
880,EC-1.1.1,PROTON
881,EC-1.1.1,Beta-keto-Tyr-S-NovH
882,EC-1.1.1,NADPH
883,EC-1.1.1,PROTON
884,EC-1.1.1,PROTON
885,EC-1.1.1,TARTRONATE-S-ALD
886,EC-1.1.1,NADH
887,EC-1.1.1,CPD-15495
888,EC-1.1.1,NADH
889,EC-1.1.1,PROTON
890,EC-1.1.1,BETAINE_ALDEHYDE
891,EC-1.1.1,NADPH
892,EC-1.1.1,PROTON
893,EC-1.1.1,CPD-255
894,EC-1.1.1,NADH
895,EC-1.1.1,PROTON
896,EC-1.1.1,INDOLE_ACETALDEHYDE
897,EC-1.1.1,NADH-P-OR-NOP
898,EC-1.1.1,PROTON
899,EC-1.1.1,CPD-10354
900,EC-1.1.1,NADH
901,EC-1.1.1,PROTON
902,EC-1.1.1,CPD-12215
903,EC-1.1.1,NADPH
904,EC-1.1.1,CPD-18248
905,EC-1.1.1,NADH-P-OR-NOP
906,EC-1.1.1,PROTON
907,EC-1.1.1,CPD-16722
908,EC-1.1.1,NADPH
909,EC-1.1.1,PROTON
910,EC-1.1.1,SORBITOL
911,EC-1.1.1,NADP
912,EC-1.1.1,EPISTEROL
913,EC-1.1.1,NADP
914,EC-1.1.1,CPD-14682
915,EC-1.1.1,NADPH
916,EC-1.1.1,PROTON
917,EC-1.1.1,CPD-548
918,EC-1.1.1,NADH
919,EC-1.1.1,PROTON
920,EC-1.1.1,PROTON
921,EC-1.1.1,OH-PYR
922,EC-1.1.1,NADPH
923,EC-1.1.1,CPD-16843
924,EC-1.1.1,NAD
925,EC-1.1.1,5-DEHYDROGLUCONATE
926,EC-1.1.1,NADPH
927,EC-1.1.1,PROTON
928,EC-1.1.1,CPD-17157
929,EC-1.1.1,NADPH
930,EC-1.1.1,PROTON
931,EC-1.1.1,CPD-19089
932,EC-1.1.1,NADH
933,EC-1.1.1,PROTON
934,EC-1.1.1,CPD-14804
935,EC-1.1.1,NADH
936,EC-1.1.1,PROTON
937,EC-1.1.1,CPD-21413
938,EC-1.1.1,NADH
939,EC-1.1.1,PROTON
940,EC-1.1.1,CPD-13798
941,EC-1.1.1,NADH
942,EC-1.1.1,PROTON
943,EC-1.1.1,CPD-9826
944,EC-1.1.1,NADPH
945,EC-1.1.1,PROTON
946,EC-1.1.1,PROTON
947,EC-1.1.1,L-GLYCERALDEHYDE-3-PHOSPHATE
948,EC-1.1.1,NADPH
949,EC-1.1.1,CPD-16568
950,EC-1.1.1,NAD
951,EC-1.1.1,CPD-18494
952,EC-1.1.1,NADH
953,EC-1.1.1,PROTON
954,EC-1.1.1,ACETOL
955,EC-1.1.1,NAD
956,EC-1.1.1,CPD-15523
957,EC-1.1.1,NADPH
958,EC-1.1.1,PROTON
959,EC-1.1.1,CPD-18245
960,EC-1.1.1,NADH-P-OR-NOP
961,EC-1.1.1,PROTON
962,EC-1.1.1,CPD-13059
963,EC-1.1.1,NADPH
964,EC-1.1.1,PROTON
965,EC-1.1.1,CPD-17888
966,EC-1.1.1,NADP
967,EC-1.1.1,CPD-17388
968,EC-1.1.1,NADH
969,EC-1.1.1,PROTON
970,EC-1.1.1,CORTISONE
971,EC-1.1.1,NADPH
972,EC-1.1.1,PROTON
973,EC-1.1.1,CPD-14355
974,EC-1.1.1,NADPH
975,EC-1.1.1,PROTON
976,EC-1.1.1,CPD-15326
977,EC-1.1.1,CARBON-DIOXIDE
978,EC-1.1.1,NADH
979,EC-1.1.1,CPD-10598
980,EC-1.1.1,NADH
981,EC-1.1.1,PROTON
982,EC-1.1.1,CPD-17076
983,EC-1.1.1,NADH
984,EC-1.1.1,PROTON
985,EC-1.1.1,CPD-14067
986,EC-1.1.1,NADH
987,EC-1.1.1,PROTON
988,EC-1.1.1,2-hydroxy-3-oxopropanoyl-ACP
989,EC-1.1.1,NADH
990,EC-1.1.1,PROTON
991,EC-1.1.1,PROTON
992,EC-1.1.1,CPD-1072
993,EC-1.1.1,NADH
994,EC-1.1.1,CPD-15639
995,EC-1.1.1,NADH-P-OR-NOP
996,EC-1.1.1,PROTON
997,EC-1.1.1,RIBULOSE-5P
998,EC-1.1.1,NADH
999,EC-1.1.1,PROTON
1000,EC-1.1.1,NICOTINE
1001,EC-1.1.1,NADPH
1002,EC-1.1.1,PROTON
1003,EC-1.1.1.1,CPD-11671
1004,EC-1.1.1.1,NAD
1005,EC-1.1.1.1,CPD-7033
1006,EC-1.1.1.1,NAD
1007,EC-1.1.1.1,Secondary-Alcohols
1008,EC-1.1.1.1,NAD
1009,EC-1.1.1.1,INDOLE-3-GLYCOL
1010,EC-1.1.1.1,NAD
1011,EC-1.1.1.1,CPD-7032
1012,EC-1.1.1.1,NAD
1013,EC-1.1.1.1,Primary-Alcohols
1014,EC-1.1.1.1,NAD
1015,EC-1.1.1.1,ISOBUTANOL
1016,EC-1.1.1.1,NAD
1017,EC-1.1.1.1,PHYTOL
1018,EC-1.1.1.1,NAD
1019,EC-1.1.1.1,CPD3O-4151
1020,EC-1.1.1.1,NAD
1021,EC-1.1.1.1,CPD-7037
1022,EC-1.1.1.1,NAD
1023,EC-1.1.1.1,ETOH
1024,EC-1.1.1.1,NAD
1025,EC-1.1.1.1,CPD-11497
1026,EC-1.1.1.1,NAD
1027,EC-1.1.1.1,CPD-7035
1028,EC-1.1.1.1,NAD
1029,EC-1.1.1.1,PROPANOL
1030,EC-1.1.1.1,NAD
1031,EC-1.1.1.1,5-HYDROXYINDOLE_ACETALDEHYDE
1032,EC-1.1.1.1,NADH
1033,EC-1.1.1.1,PROTON
1034,EC-1.1.1.1,PROTON
1035,EC-1.1.1.1,METHYLBUT-CPD
1036,EC-1.1.1.1,NADH
1037,EC-1.1.1.1,LONG-CHAIN-KETONE
1038,EC-1.1.1.1,NADH
1039,EC-1.1.1.1,PROTON
1040,EC-1.1.1.1,3-INDOLYLGLYCOLALDEHYDE
1041,EC-1.1.1.1,NADH
1042,EC-1.1.1.1,PROTON
1043,EC-1.1.1.1,PROTON
1044,EC-1.1.1.1,CPD-7031
1045,EC-1.1.1.1,NADH
1046,EC-1.1.1.1,Aldehydes
1047,EC-1.1.1.1,NADH
1048,EC-1.1.1.1,PROTON
1049,EC-1.1.1.1,PROTON
1050,EC-1.1.1.1,CPD-7000
1051,EC-1.1.1.1,NADH
1052,EC-1.1.1.1,CPD-14926
1053,EC-1.1.1.1,NADH
1054,EC-1.1.1.1,PROTON
1055,EC-1.1.1.1,PROTON
1056,EC-1.1.1.1,HYDRPHENYLAC-CPD
1057,EC-1.1.1.1,NADH
1058,EC-1.1.1.1,CPD-7036
1059,EC-1.1.1.1,NADH
1060,EC-1.1.1.1,PROTON
1061,EC-1.1.1.1,ACETALD
1062,EC-1.1.1.1,NADH
1063,EC-1.1.1.1,PROTON
1064,EC-1.1.1.1,CPD-11876
1065,EC-1.1.1.1,NADH
1066,EC-1.1.1.1,PROTON
1067,EC-1.1.1.1,PROTON
1068,EC-1.1.1.1,PHENYLACETALDEHYDE
1069,EC-1.1.1.1,NADH
1070,EC-1.1.1.1,CPD-665
1071,EC-1.1.1.1,NADH
1072,EC-1.1.1.1,PROTON
1073,EC-1.1.1.10,R-3-hydroxystearoyl-ACPs
1074,EC-1.1.1.10,NADP
1075,EC-1.1.1.10,3-oxo-stearoyl-ACPs
1076,EC-1.1.1.10,NADPH
1077,EC-1.1.1.10,PROTON
1078,EC-1.1.1.100,3-hydroxy-cis-D7-tetraecenoyl-ACPs
1079,EC-1.1.1.100,NADP
1080,EC-1.1.1.100,R-3-hydroxybehenoyl-ACPs
1081,EC-1.1.1.100,NADP
1082,EC-1.1.1.100,3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs
1083,EC-1.1.1.100,NADP
1084,EC-1.1.1.100,R-3-Hydroxypalmitoyl-ACPs
1085,EC-1.1.1.100,NADP
1086,EC-1.1.1.100,3-Hydroxyglutaryl-ACP-methyl-ester
1087,EC-1.1.1.100,NADP
1088,EC-1.1.1.100,R-3-hydroxydodecanoyl-ACPs
1089,EC-1.1.1.100,NADP
1090,EC-1.1.1.100,3R-11Z-3-hydroxy-icos-11-enoyl-ACPs
1091,EC-1.1.1.100,NADP
1092,EC-1.1.1.100,3-Hydroxy-octanoyl-ACPs
1093,EC-1.1.1.100,NADP
1094,EC-1.1.1.100,3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs
1095,EC-1.1.1.100,NADP
1096,EC-1.1.1.100,3-hydroxypimeloyl-ACP-methyl-esters
1097,EC-1.1.1.100,NADP
1098,EC-1.1.1.100,R-3-hydroxycerotoyl-ACPs
1099,EC-1.1.1.100,NADP
1100,EC-1.1.1.100,b-Hydroxy-cis-D5-dodecenoyl-ACPs
1101,EC-1.1.1.100,NADP
1102,EC-1.1.1.100,R-3-hydroxypetroselinoyl-ACPs
1103,EC-1.1.1.100,NADP
1104,EC-1.1.1.100,Beta-3-hydroxybutyryl-ACPs
1105,EC-1.1.1.100,NADP
1106,EC-1.1.1.100,R-3-hydroxy-cis-vaccenoyl-ACPs
1107,EC-1.1.1.100,NADP
1108,EC-1.1.1.100,R-3-hydroxybehenoyl-ACPs
1109,EC-1.1.1.100,NADP
1110,EC-1.1.1.100,3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs
1111,EC-1.1.1.100,NADP
1112,EC-1.1.1.100,R-3-hydroxyarachidoyl-ACPs
1113,EC-1.1.1.100,NADP
1114,EC-1.1.1.100,R-3-hydroxylignoceroyl-ACPs
1115,EC-1.1.1.100,NADP
1116,EC-1.1.1.100,R-3-hydroxymyristoyl-ACPs
1117,EC-1.1.1.100,NADP
1118,EC-1.1.1.100,R-3-hydroxyhexanoyl-ACPs
1119,EC-1.1.1.100,NADP
1120,EC-1.1.1.100,3-hydroxy-cis-D9-hexaecenoyl-ACPs
1121,EC-1.1.1.100,NADP
1122,EC-1.1.1.100,Beta-hydroxydecanoyl-ACPs
1123,EC-1.1.1.100,NADP
1124,EC-1.1.1.100,3-HYDROXY-DOCOSAPENTAENOYL-ACP
1125,EC-1.1.1.100,NADP
1126,EC-1.1.1.100,OH-ACYL-ACP
1127,EC-1.1.1.100,NADP
1128,EC-1.1.1.100,3-oxo-cis-D7-tetradecenoyl-ACPs
1129,EC-1.1.1.100,NADPH
1130,EC-1.1.1.100,PROTON
1131,EC-1.1.1.100,3-oxo-behenoyl-ACPs
1132,EC-1.1.1.100,NADPH
1133,EC-1.1.1.100,PROTON
1134,EC-1.1.1.100,9Z-3-oxo-octadec-9-enoyl-ACPs
1135,EC-1.1.1.100,NADPH
1136,EC-1.1.1.100,PROTON
1137,EC-1.1.1.100,3-oxo-palmitoyl-ACPs
1138,EC-1.1.1.100,NADPH
1139,EC-1.1.1.100,PROTON
1140,EC-1.1.1.100,3-Ketoglutaryl-ACP-methyl-ester
1141,EC-1.1.1.100,NADPH
1142,EC-1.1.1.100,PROTON
1143,EC-1.1.1.100,3-oxo-dodecanoyl-ACPs
1144,EC-1.1.1.100,NADPH
1145,EC-1.1.1.100,PROTON
1146,EC-1.1.1.100,11Z-3-oxo-icos-11-enoyl-ACPs
1147,EC-1.1.1.100,NADPH
1148,EC-1.1.1.100,PROTON
1149,EC-1.1.1.100,3-Oxo-octanoyl-ACPs
1150,EC-1.1.1.100,NADPH
1151,EC-1.1.1.100,PROTON
1152,EC-1.1.1.100,7Z-3-oxo-hexadec-7-enoyl-ACPs
1153,EC-1.1.1.100,NADPH
1154,EC-1.1.1.100,PROTON
1155,EC-1.1.1.100,3-Ketopimeloyl-ACP-methyl-esters
1156,EC-1.1.1.100,NADPH
1157,EC-1.1.1.100,PROTON
1158,EC-1.1.1.100,3-oxo-cerotoyl-ACPs
1159,EC-1.1.1.100,NADPH
1160,EC-1.1.1.100,PROTON
1161,EC-1.1.1.100,b-Keto-cis-D5-dodecenoyl-ACPs
1162,EC-1.1.1.100,NADPH
1163,EC-1.1.1.100,PROTON
1164,EC-1.1.1.100,3-oxo-petroselinoyl-ACPs
1165,EC-1.1.1.100,NADPH
1166,EC-1.1.1.100,PROTON
1167,EC-1.1.1.100,Acetoacetyl-ACPs
1168,EC-1.1.1.100,NADPH
1169,EC-1.1.1.100,PROTON
1170,EC-1.1.1.100,3-oxo-cis-vaccenoyl-ACPs
1171,EC-1.1.1.100,NADPH
1172,EC-1.1.1.100,PROTON
1173,EC-1.1.1.100,3-oxo-behenoyl-ACPs
1174,EC-1.1.1.100,NADPH
1175,EC-1.1.1.100,PROTON
1176,EC-1.1.1.100,5Z-3-oxo-tetradec-5-enoyl-ACPs
1177,EC-1.1.1.100,NADPH
1178,EC-1.1.1.100,PROTON
1179,EC-1.1.1.100,3-oxo-arachidoyl-ACPs
1180,EC-1.1.1.100,NADPH
1181,EC-1.1.1.100,PROTON
1182,EC-1.1.1.100,3-oxo-lignoceroyl-ACPs
1183,EC-1.1.1.100,NADPH
1184,EC-1.1.1.100,PROTON
1185,EC-1.1.1.100,3-oxo-myristoyl-ACPs
1186,EC-1.1.1.100,NADPH
1187,EC-1.1.1.100,PROTON
1188,EC-1.1.1.100,3-oxo-hexanoyl-ACPs
1189,EC-1.1.1.100,NADPH
1190,EC-1.1.1.100,PROTON
1191,EC-1.1.1.100,3-oxo-cis-D9-hexadecenoyl-ACPs
1192,EC-1.1.1.100,NADPH
1193,EC-1.1.1.100,PROTON
1194,EC-1.1.1.100,3-oxo-decanoyl-ACPs
1195,EC-1.1.1.100,NADPH
1196,EC-1.1.1.100,PROTON
1197,EC-1.1.1.100,3-OXO-EICOSAPENTAENOYL-ACP
1198,EC-1.1.1.100,NADPH
1199,EC-1.1.1.100,PROTON
1200,EC-1.1.1.100,B-KETOACYL-ACP
1201,EC-1.1.1.100,NADPH
1202,EC-1.1.1.100,PROTON
1203,EC-1.1.1.101,1-PALMITOYLGLYCEROL-3-PHOSPHATE
1204,EC-1.1.1.101,NADP
1205,EC-1.1.1.101,L-1-LYSOPHOSPHATIDATE
1206,EC-1.1.1.101,NADP
1207,EC-1.1.1.101,1-Alkyl-glycerol-3-phosphate
1208,EC-1.1.1.101,NADP
1209,EC-1.1.1.101,PALMITOYLGLYCERONE-PHOSPHATE
1210,EC-1.1.1.101,NADPH
1211,EC-1.1.1.101,PROTON
1212,EC-1.1.1.101,CPD-15924
1213,EC-1.1.1.101,NADPH
1214,EC-1.1.1.101,PROTON
1215,EC-1.1.1.101,1-ALKYL-GLYCERONE-3-PHOSPHATE
1216,EC-1.1.1.101,NADPH
1217,EC-1.1.1.101,PROTON
1218,EC-1.1.1.102,DEHYDROSPHINGANINE
1219,EC-1.1.1.102,NADPH
1220,EC-1.1.1.102,PROTON
1221,EC-1.1.1.102,CPD-13610
1222,EC-1.1.1.102,NADPH
1223,EC-1.1.1.102,PROTON
1224,EC-1.1.1.102,CPD-13612
1225,EC-1.1.1.102,NADP
1226,EC-1.1.1.102,CPD-13611
1227,EC-1.1.1.102,NADP
1228,EC-1.1.1.103,AMINO-ACETONE
1229,EC-1.1.1.103,CARBON-DIOXIDE
1230,EC-1.1.1.103,NADH
1231,EC-1.1.1.103,THR
1232,EC-1.1.1.103,NAD
1233,EC-1.1.1.104,RETINAL
1234,EC-1.1.1.104,NADH
1235,EC-1.1.1.104,PROTON
1236,EC-1.1.1.104,CPD-13524
1237,EC-1.1.1.104,NAD
1238,EC-1.1.1.105,CRPB-all-trans-Retinal
1239,EC-1.1.1.105,NADH
1240,EC-1.1.1.105,PROTON
1241,EC-1.1.1.105,CRPB-all-trans-Retinol
1242,EC-1.1.1.105,NAD
1243,EC-1.1.1.106,PYRIDOXAL
1244,EC-1.1.1.106,NAD
1245,EC-1.1.1.106,CPD-375
1246,EC-1.1.1.106,NADH
1247,EC-1.1.1.106,PROTON
1248,EC-1.1.1.107,NAD
1249,EC-1.1.1.107,CARNITINE
1250,EC-1.1.1.107,3-DE-H-CARNITINE
1251,EC-1.1.1.107,NADH
1252,EC-1.1.1.107,PROTON
1253,EC-1.1.1.108,CPD-355
1254,EC-1.1.1.108,NAD
1255,EC-1.1.1.108,D-XYLULOSE
1256,EC-1.1.1.108,NADH
1257,EC-1.1.1.108,PROTON
1258,EC-1.1.1.11,CPD-21492
1259,EC-1.1.1.11,NAD
1260,EC-1.1.1.11,INDOLE_PYRUVATE
1261,EC-1.1.1.11,NADH
1262,EC-1.1.1.11,PROTON
1263,EC-1.1.1.110,PHENYL-PYRUVATE
1264,EC-1.1.1.110,NADH
1265,EC-1.1.1.110,PROTON
1266,EC-1.1.1.110,P-HYDROXY-PHENYLPYRUVATE
1267,EC-1.1.1.110,NADH
1268,EC-1.1.1.110,PROTON
1269,EC-1.1.1.110,CPD-5921
1270,EC-1.1.1.110,NAD
1271,EC-1.1.1.110,CPD-2222
1272,EC-1.1.1.110,NAD
1273,EC-1.1.1.111,1-INDANOL
1274,EC-1.1.1.111,NAD-P-OR-NOP
1275,EC-1.1.1.111,1-INDANONE
1276,EC-1.1.1.111,NADH-P-OR-NOP
1277,EC-1.1.1.111,PROTON
1278,EC-1.1.1.112,PROTON
1279,EC-1.1.1.112,NADPH
1280,EC-1.1.1.112,L-XYLONO-14-LACTONE
1281,EC-1.1.1.112,L-xylopyranose
1282,EC-1.1.1.112,NADP
1283,EC-1.1.1.113,CPD-20947
1284,EC-1.1.1.113,NAD
1285,EC-1.1.1.113,D-APIOSE
1286,EC-1.1.1.113,NADH
1287,EC-1.1.1.113,PROTON
1288,EC-1.1.1.114,NADPH
1289,EC-1.1.1.114,CPD-373
1290,EC-1.1.1.114,PROTON
1291,EC-1.1.1.114,CPD-15818
1292,EC-1.1.1.114,WATER
1293,EC-1.1.1.114,NADP
1294,EC-1.1.1.115,D-arabinofuranose
1295,EC-1.1.1.115,NAD
1296,EC-1.1.1.115,PROTON
1297,EC-1.1.1.115,NADH
1298,EC-1.1.1.115,CPD-356
1299,EC-1.1.1.116,D-arabinofuranose
1300,EC-1.1.1.116,NAD-P-OR-NOP
1301,EC-1.1.1.116,CPD-356
1302,EC-1.1.1.116,NADH-P-OR-NOP
1303,EC-1.1.1.116,PROTON
1304,EC-1.1.1.117,Glucopyranose
1305,EC-1.1.1.117,NAD
1306,EC-1.1.1.117,GLC-D-LACTONE
1307,EC-1.1.1.117,NADH
1308,EC-1.1.1.117,PROTON
1309,EC-1.1.1.118,GLC-D-LACTONE
1310,EC-1.1.1.118,NADPH
1311,EC-1.1.1.118,PROTON
1312,EC-1.1.1.118,Glucopyranose
1313,EC-1.1.1.118,NADP
1314,EC-1.1.1.119,L-XYLULOSE
1315,EC-1.1.1.119,NADH
1316,EC-1.1.1.119,PROTON
1317,EC-1.1.1.119,L-ARABITOL
1318,EC-1.1.1.119,NAD
1319,EC-1.1.1.12,CPD-14779
1320,EC-1.1.1.12,NADPH
1321,EC-1.1.1.12,PROTON
1322,EC-1.1.1.12,D-galactopyranose
1323,EC-1.1.1.12,NADP
1324,EC-1.1.1.120,Aldopyranoses
1325,EC-1.1.1.120,NAD
1326,EC-1.1.1.120,D-Aldonolactones
1327,EC-1.1.1.120,NADH
1328,EC-1.1.1.120,PROTON
1329,EC-1.1.1.121,CPD-8549
1330,EC-1.1.1.121,NADH
1331,EC-1.1.1.121,PROTON
1332,EC-1.1.1.121,CPD-8548
1333,EC-1.1.1.121,NAD
1334,EC-1.1.1.122,CPD-382
1335,EC-1.1.1.122,NADPH
1336,EC-1.1.1.122,PROTON
1337,EC-1.1.1.122,CPD-15616
1338,EC-1.1.1.122,NADP
1339,EC-1.1.1.123,NADPH
1340,EC-1.1.1.123,CPD-382
1341,EC-1.1.1.123,PROTON
1342,EC-1.1.1.123,CPD-15382
1343,EC-1.1.1.123,NADP
1344,EC-1.1.1.124,DE-O-GLUCONATE
1345,EC-1.1.1.124,NAD
1346,EC-1.1.1.124,DE-O-K-GLUCONATE
1347,EC-1.1.1.124,NADH
1348,EC-1.1.1.124,PROTON
1349,EC-1.1.1.125,2-DEHYDRO-3-DEOXY-D-GLUCONATE
1350,EC-1.1.1.125,NADP
1351,EC-1.1.1.125,4S5S-45-DIHYDROXY-26-DIOXOHEXANOATE
1352,EC-1.1.1.125,NADPH
1353,EC-1.1.1.125,PROTON
1354,EC-1.1.1.126,CPD-343
1355,EC-1.1.1.126,NADH
1356,EC-1.1.1.126,PROTON
1357,EC-1.1.1.126,2-DEHYDRO-3-DEOXY-D-GLUCONATE
1358,EC-1.1.1.126,NAD
1359,EC-1.1.1.127,NAD
1360,EC-1.1.1.127,L-THREONATE
1361,EC-1.1.1.127,PROTON
1362,EC-1.1.1.127,NADH
1363,EC-1.1.1.127,CPD-363
1364,EC-1.1.1.129,L-ARABITOL
1365,EC-1.1.1.129,NAD
1366,EC-1.1.1.129,L-RIBULOSE
1367,EC-1.1.1.129,NADH
1368,EC-1.1.1.129,PROTON
1369,EC-1.1.1.13,3-KETO-L-GULONATE
1370,EC-1.1.1.13,NAD
1371,EC-1.1.1.13,PROTON
1372,EC-1.1.1.13,CPD-334
1373,EC-1.1.1.13,NADH
1374,EC-1.1.1.130,CPD-334
1375,EC-1.1.1.130,NADH-P-OR-NOP
1376,EC-1.1.1.130,PROTON
1377,EC-1.1.1.130,3-KETO-L-GULONATE
1378,EC-1.1.1.130,NAD-P-OR-NOP
1379,EC-1.1.1.131,GDP-MANNOSE
1380,EC-1.1.1.131,NAD
1381,EC-1.1.1.131,WATER
1382,EC-1.1.1.131,PROTON
1383,EC-1.1.1.131,CPD-1828
1384,EC-1.1.1.131,NADH
1385,EC-1.1.1.132,DTDP-RHAMNOSE
1386,EC-1.1.1.132,NADP
1387,EC-1.1.1.132,DTDP-DEOH-DEOXY-MANNOSE
1388,EC-1.1.1.132,NADPH
1389,EC-1.1.1.132,PROTON
1390,EC-1.1.1.133,CPD-344
1391,EC-1.1.1.133,NADP
1392,EC-1.1.1.133,DTDP-DEOH-DEOXY-MANNOSE
1393,EC-1.1.1.133,NADPH
1394,EC-1.1.1.133,PROTON
1395,EC-1.1.1.134,CPD-354
1396,EC-1.1.1.134,NAD-P-OR-NOP
1397,EC-1.1.1.134,GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
1398,EC-1.1.1.134,NADH-P-OR-NOP
1399,EC-1.1.1.134,PROTON
1400,EC-1.1.1.135,UDP-N-ACETYL-2-AMINO-D-GLUCURONATE
1401,EC-1.1.1.135,NADH
1402,EC-1.1.1.135,PROTON
1403,EC-1.1.1.135,UDP-N-ACETYL-D-GLUCOSAMINE
1404,EC-1.1.1.135,NAD
1405,EC-1.1.1.135,WATER
1406,EC-1.1.1.136,RIBULOSE-5P
1407,EC-1.1.1.136,NADH-P-OR-NOP
1408,EC-1.1.1.136,PROTON
1409,EC-1.1.1.136,CPD-372
1410,EC-1.1.1.136,NAD-P-OR-NOP
1411,EC-1.1.1.137,MANNITOL
1412,EC-1.1.1.137,NADP
1413,EC-1.1.1.137,CPD-15382
1414,EC-1.1.1.137,NADPH
1415,EC-1.1.1.137,PROTON
1416,EC-1.1.1.138,CPD-15616
1417,EC-1.1.1.138,NADH
1418,EC-1.1.1.138,PROTON
1419,EC-1.1.1.138,CPD-369
1420,EC-1.1.1.138,NAD
1421,EC-1.1.1.14,SORBITOL
1422,EC-1.1.1.14,NAD
1423,EC-1.1.1.14,CPD-15382
1424,EC-1.1.1.14,NADH
1425,EC-1.1.1.14,PROTON
1426,EC-1.1.1.140,5Z13E-15S-1115-DIHYDROXY-9-OXOPROS
1427,EC-1.1.1.140,NAD
1428,EC-1.1.1.140,PROTON
1429,EC-1.1.1.140,NADH
1430,EC-1.1.1.140,HYDROXY-915-DIOXOPROSTA-13-ENOATE
1431,EC-1.1.1.141,CPD-8046
1432,EC-1.1.1.141,NADP
1433,EC-1.1.1.141,PENTAHYDROXYCYCLOHEXANONE
1434,EC-1.1.1.141,NADPH
1435,EC-1.1.1.141,PROTON
1436,EC-1.1.1.142,PROTON
1437,EC-1.1.1.142,PENTAHYDROXYCYCLOHEXANONE
1438,EC-1.1.1.142,NADH
1439,EC-1.1.1.142,5-O-METHYL-MYO-INOSITOL
1440,EC-1.1.1.142,NAD
1441,EC-1.1.1.143,CPD-17084
1442,EC-1.1.1.143,NAD
1443,EC-1.1.1.143,CPD-17083
